text,pinyin
白蘭地,bai2 lan2 di4
白虎,bai2 hu3
白血病,bai2 xue4 bing4
白話,bai2 hua4
白費,bai2 fei4
白起,bai2 qi3
白酒,bai2 jiu3
白金,bai2 jin1
白銀,bai2 yin2
白開水,bai2 kai1 shui3
白雪,bai2 xue3
白雲,bai2 yun2
白雲區,bai2 yun2 qu1
白領,bai2 ling3
白頭,bai2 tou2
白骨,bai2 gu3
白髮,bai2 fa4
百,bai3
百倍,bai3 bei4
百分,bai3 fen1
百分之,bai3 fen1 zhi1
百分之百,bai3 fen1 zhi1 bai3
百分比,bai3 fen1 bi3
百分百,bai3 fen1 bai3
百分點,bai3 fen1 dian3
百合,bai3 he2
百姓,bai3 xing4
百家,bai3 jia1
百年,bai3 nian2
百度,bai3 du4
百度知道,bai3 du4 zhi1 dao5
百強,bai3 qiang2
百科,bai3 ke1
百科全書,bai3 ke1 quan2 shu1
百米,bai3 mi3
百般,bai3 ban1
百花齊放,bai3 hua1 qi2 fang4
百萬,bai3 wan4
百萬富翁,bai3 wan4 fu4 weng1
百變,bai3 bian4
百貨,bai3 huo4
百里,bai3 li3
百餘,bai3 yu2
癿,qie2
皀,bi1
皁,zao4
皂,zao4
皃,mao4
的,de5
的士,di1 shi4
的確,di2 que4
的話,de5 hua4
皆,jie1
皆可,jie1 ke3
皆大歡喜,jie1 da4 huan1 xi3
皇,huang2
皇上,huang2 shang5
皇位,huang2 wei4
皇冠,huang2 guan1
皇后,huang2 hou4
皇子,huang2 zi3
皇室,huang2 shi4
皇宮,huang2 gong1
皇家,huang2 jia1
皇帝,huang2 di4
皇權,huang2 quan2
皇馬,huang2 ma3
皈,gui1
皋,gao1
皌,mo4
皎,jiao3
皐,gao1
皒,e2
皓,hao4
皕,bi4
皖,wan3
皘,qian4
皙,xi1
皚,ai2
皜,hao4
皝,huang3
皞,hao4
皤,po2
皦,jiao3
皨,xing1
皪,li4
皫,piao3
皭,jiao4
皮,pi2
皮下,pi2 xia4
皮克斯,pi2 ke4 si1
皮包,pi2 bao1
皮卡,pi2 ka3
皮帶,pi2 dai4
皮毛,pi2 mao2
皮球,pi2 qiu2
皮膚,pi2 fu1
皮膚病,pi2 fu1 bing4
皮膚科,pi2 fu1 ke1
皮質,pi2 zhi4
皮革,pi2 ge2
皮鞋,pi2 xie2
皰,pao4
皰疹,pao4 zhen3
皴,cun1
皷,gu3
皸,jun1
皺,zhou4
皺眉,zhou4 mei2
皺紋,zhou4 wen2
皻,cu3
皽,zhao1
皿,min3
盂,yu2
盃,bei1
盅,zhong1
盆,pen2
盆地,pen2 di4
盆景,pen2 jing3
盆腔,pen2 qiang1
盇,he2
盈,ying2
盈利,ying2 li4
盈虧,ying2 kui1
盈餘,ying2 yu2
盉,he2
益,yi4
益智,yi4 zhi4
益生菌,yi4 sheng1 jun1
益處,yi4 chu5
益陽,yi4 yang2
盋,bo1
盌,wan3
盍,he2
盎,ang4
盒,he2
盒子,he2 zi5
盒飯,he2 fan4
盔,kui1
盔甲,kui1 jia3
盚,qiu2
盛,sheng4
盛世,sheng4 shi4
盛典,sheng4 dian3
盛名,sheng4 ming2
盛夏,sheng4 xia4
盛大,sheng4 da4
盛宴,sheng4 yan4
盛會,sheng4 hui4
盛產,sheng4 chan3
盛行,sheng4 xing2
盛裝,cheng2 zhuang1
盛開,sheng4 kai1
盜,dao4
盜墓,dao4 mu4
盜版,dao4 ban3
盜用,dao4 yong4
盜竊,dao4 qie4
盜號,dao4 hao4
盜賊,dao4 zei2
盝,lu4
盞,zhan3
盟,meng2
盟友,meng2 you3
盟軍,meng2 jun1
盡,jin4
盡力,jin4 li4
盡可能,jin4 ke3 neng2
盡快,jin4 kuai4
盡情,jin4 qing2
盡是,jin4 shi4
盡興,jin4 xing4
盡量,jin4 liang4
盡頭,jin4 tou2
監,jian1
監察,jian1 cha2
監控,jian1 kong4
監測,jian1 ce4
監獄,jian1 yu4
監理,jian1 li3
監督,jian1 du1
監管,jian1 guan3
監考,jian1 kao3
監聽,jian1 ting1
監製,jian1 zhi4
監視,jian1 shi4
監視器,jian1 shi4 qi4
監護,jian1 hu4
盤,pan2
盤古,pan2 gu3
盤子,pan2 zi5
盤帶,pan2 dai4
盤旋,pan2 xuan2
盤符,pan2 fu2
盤算,pan2 suan4
盤點,pan2 dian3
盥,guan4
盦,an1
盧,lu2
盧卡斯,lu2 ka3 si1
盧布,lu2 bu4
盧梭,lu2 suo1
盩,zhou1
盪,dang4
盪漾,dang4 yang4
盬,gu3
盭,li4
目,mu4
目光,mu4 guang1
目前,mu4 qian2
目擊,mu4 ji1
目擊者,mu4 ji1 zhe3
目標,mu4 biao1
目測,mu4 ce4
目的,mu4 di4
目的地,mu4 di4 di4
目睹,mu4 du3
目瞪口呆,mu4 deng4 kou3 dai1
目錄,mu4 lu4
盯,ding1
盯住,ding1 zhu4
盱,xu1
盲,mang2
盲人,mang2 ren2
盲區,mang2 qu1
盲目,mang2 mu4
直,zhi2
直到,zhi2 dao4
直到現在,zhi2 dao4 xian4 zai4
直升機,zhi2 sheng1 ji1
直呼,zhi2 hu1
直奔,zhi2 ben4
直屬,zhi2 shu3
直徑,zhi2 jing4
直接,zhi2 jie1
直播,zhi2 bo1
直播間,zhi2 bo1 jian1
直昇機,zhi2 sheng1 ji1
直流,zhi2 liu2
直男,zhi2 nan2
直白,zhi2 bai2
直立,zhi2 li4
直線,zhi2 xian4
直腸,zhi2 chang2
直至,zhi2 zhi4
直覺,zhi2 jue2
直觀,zhi2 guan1
直言,zhi2 yan2
直譯,zhi2 yi4
直轄市,zhi2 xia2 shi4
直通,zhi2 tong1
直通車,zhi2 tong1 che1
直達,zhi2 da2
直銷,zhi2 xiao1
直面,zhi2 mian4
盵,qi4
相,xiang1
相互,xiang1 hu4
相互作用,xiang1 hu4 zuo4 yong4
相交,xiang1 jiao1
相仿,xiang1 fang3
相伴,xiang1 ban4
相似,xiang1 si4
相似性,xiang1 si4 xing4
相位,xiang4 wei4
相依,xiang1 yi1
相信,xiang1 xin4
相傳,xiang1 chuan2
相冊,xiang4 ce4
相加,xiang1 jia1
相助,xiang1 zhu4
相反,xiang1 fan3
相同,xiang1 tong2
相對,xiang1 dui4
相對而言,xiang1 dui4 er2 yan2
相對論,xiang1 dui4 lun4
相差,xiang1 cha4
相干,xiang1 gan1
相思,xiang1 si1
相愛,xiang1 ai4
相應,xiang1 ying4
相戀,xiang1 lian4
相提並論,xiang1 ti2 bing4 lun4
相撞,xiang1 zhuang4
相擁,xiang1 yong1
相會,xiang1 hui4
相望,xiang1 wang4
相框,xiang4 kuang4
相機,xiang4 ji1
相比,xiang1 bi3
相比之下,xiang1 bi3 zhi1 xia4
相片,xiang4 pian4
相當,xiang1 dang1
相當於,xiang1 dang1 yu2
相稱,xiang1 chen4
相符,xiang1 fu2
相等,xiang1 deng3
相約,xiang1 yue1
相紙,xiang4 zhi3
相繼,xiang1 ji4
相聚,xiang1 ju4
相聲,xiang4 sheng5
相處,xiang1 chu3
相見,xiang1 jian4
相親,xiang1 qin1
相識,xiang1 shi2
相貌,xiang4 mao4
相距,xiang1 ju4
相較,xiang1 jiao4
相輔相成,xiang1 fu3 xiang1 cheng2
相近,xiang1 jin4
相通,xiang1 tong1
相逢,xiang1 feng2
相連,xiang1 lian2
相遇,xiang1 yu4
相鄰,xiang1 lin2
相間,xiang1 jian4
相關,xiang1 guan1
相關性,xiang1 guan1 xing4
相隔,xiang1 ge2
相隨,xiang1 sui2
盹,dun3
盻,xi4
盼,pan4
盼望,pan4 wang4
盾,dun4
盾牌,dun4 pai2
省,sheng3
省事,sheng3 shi4
省份,sheng3 fen4
省力,sheng3 li4
省去,sheng3 qu4
省城,sheng3 cheng2
省委,sheng3 wei3
省市,sheng3 shi4
省得,sheng3 de5
省心,sheng3 xin1
省會,sheng3 hui4
省略,sheng3 lüe4
省級,sheng3 ji2
省錢,sheng3 qian2
省長,sheng3 zhang3
省電,sheng3 dian4
眂,shi4
眄,mian4
眅,pan1
眇,miao3
眈,dan1
眉,mei2
眉毛,mei2 mao5
眉目,mei2 mu4
眉頭,mei2 tou2
眊,mao4
看,kan4
看一看,kan4 yi1 kan4
看上,kan4 shang4
看上去,kan4 shang5 qu5
看不出,kan4 bu5 chu1
看不慣,kan4 bu5 guan4
看不懂,kan4 bu5 dong3
看不清,kan4 bu5 qing1
看不見,kan4 bu5 jian4
看不起,kan4 bu5 qi3
看中,kan4 zhong4
看似,kan4 si4
看作,kan4 zuo4
看來,kan4 lai5
看出,kan4 chu1
看到,kan4 dao4
看台,kan4 tai2
看在,kan4 zai4
看好,kan1 hao3
看守,kan1 shou3
看守所,kan1 shou3 suo3
看客,kan4 ke4
看待,kan4 dai4
看得出,kan4 de5 chu1
看得見,kan4 de5 jian4
看情況,kan4 qing2 kuang4
看懂,kan4 dong3
看成,kan4 cheng2
看戲,kan4 xi4
看書,kan4 shu1
看望,kan4 wang4
看樣子,kan4 yang4 zi5
看法,kan4 fa3
看清,kan4 qing1
看準,kan4 zhun3
看漲,kan4 zhang3
看熱鬧,kan4 re4 nao5
看片,kan4 pian4
看球,kan4 qiu2
看病,kan4 bing4
看看,kan4 kan5
看穿,kan4 chuan1
看見,kan4 jian4
看起來,kan4 qi3 lai5
看透,kan4 tou4
看重,kan4 zhong4
看錯,kan4 cuo4
看點,kan4 dian3
眎,shi4
眑,yao3
眕,zhen3
眙,yi2
眚,sheng3
眛,mei4
眞,zhen1
真,zhen1
真人,zhen1 ren2
真假,zhen1 jia3
真偽,zhen1 wei3
真切,zhen1 qie4
真如,zhen1 ru2
真實,zhen1 shi2
真實性,zhen1 shi2 xing4
真實感,zhen1 shi2 gan3
真心,zhen1 xin1
真情,zhen1 qing2
真愛,zhen1 ai4
真摯,zhen1 zhi4
真是,zhen1 shi5
真正,zhen1 zheng4
真理,zhen1 li3
真的,zhen1 de5
真皮,zhen1 pi2
真相,zhen1 xiang4
真真,zhen1 zhen1
真空,zhen1 kong1
真菌,zhen1 jun1
真誠,zhen1 cheng2
真諦,zhen1 di4
真金白銀,zhen1 jin1 bai2 yin2
真面目,zhen1 mian4 mu4
真題,zhen1 ti2
真香,zhen1 xiang1
眠,mian2
眡,shi4
眢,yuan1
眣,die2
眥,zi4
眨,zha3
眨眼,zha3 yan3
眩,xuan4
眩暈,xuan4 yun4
眭,sui1
眯,mi2
眰,die2
眳,ming2
眴,xuan4
眵,chi1
眶,kuang4
眷,juan4
眷屬,juan4 shu3
眷戀,juan4 lian4
眷顧,juan4 gu4
眸,mou2
眸子,mou2 zi5
眹,zhen4
眺,tiao4
眺望,tiao4 wang4
眼,yan3
眼下,yan3 xia4
眼中,yan3 zhong1
眼光,yan3 guang1
眼前,yan3 qian2
眼前一亮,yan3 qian2 yi1 liang4
眼圈,yan3 quan1
眼底,yan3 di3
眼影,yan3 ying3
眼淚,yan3 lei4
眼熟,yan3 shu2
眼珠,yan3 zhu1
眼球,yan3 qiu2
眼界,yan3 jie4
眼皮,yan3 pi2
眼看,yan3 kan4
眼眶,yan3 kuang4
眼眸,yan3 mou2
眼睛,yan3 jing5
眼睜睜,yan3 zheng1 zheng1
眼神,yan3 shen2
眼科,yan3 ke1
眼簾,yan3 lian2
眼紅,yan3 hong2
眼線,yan3 xian4
眼花,yan3 hua1
眼花繚亂,yan3 hua1 liao2 luan4
眼袋,yan3 dai4
眼見,yan3 jian4
眼角,yan3 jiao3
眼鏡,yan3 jing4
眼霜,yan3 shuang1
眽,mo4
眾,zhong4
眾人,zhong4 ren2
眾多,zhong4 duo1
眾所周知,zhong4 suo3 zhou1 zhi1
眾生,zhong4 sheng1
眾籌,zhong4 chou2
着,zhao1
睂,mei2
睃,suo1
睄,qiao2
睅,han4
睆,huan3
睇,di4
睊,juan4
睍,xian4
睎,xi1
睏,kun4
睒,shan3
睓,tian3
睖,leng4
睘,qiong2
睙,lie4
睚,ya2
睛,jing1
睜,zheng1
睜眼,zheng1 yan3
睜開,zheng1 kai1
睞,lai4
睟,sui4
睠,juan4
睡,shui4
睡夢,shui4 meng4
睡意,shui4 yi4
睡眠,shui4 mian2
睡衣,shui4 yi1
睡袋,shui4 dai4
睡覺,shui4 jiao4
睡醒,shui4 xing3
睢,sui1
督,du1
督促,du1 cu4
督察,du1 cha2
督導,du1 dao3
督辦,du1 ban4
睥,pi4
睦,mu4
睨,ni4
睪,yi4
睫,jie2
睫毛,jie2 mao2
睫毛膏,jie2 mao2 gao1
睬,cai3
睯,hun1
睹,du3
睺,hou2
睽,kui2
睾,gao1
睾丸,gao1 wan2
睿,rui4
睿智,rui4 zhi4
瞀,mao4
瞄,miao2
瞄準,miao2 zhun3
瞅,chou3
瞇,mi1
瞈,weng3
瞋,chen1
瞌,ke1
瞌睡,ke1 shui4
瞍,sou3
瞎,xia1
瞎子,xia1 zi5
瞎說,xia1 shuo1
瞏,qiong2
瞑,ming2
瞓,fen4
瞕,zhang4
瞖,yi4
瞘,kou1
瞜,lou1
瞞,man2
瞟,piao3
瞠,cheng1
瞢,meng2
瞤,run2
瞥,pie1
瞧,qiao2
瞧不起,qiao2 bu4 qi3
瞪,deng4
瞫,shen3
瞬,shun4
瞬間,shun4 jian1
瞭,liao3
瞭解,liao3 jie3
瞰,kan4
瞳,tong2
瞳孔,tong2 kong3
瞵,lin2
瞷,jian4
瞹,ai4
瞻,zhan1
瞼,jian3
瞽,gu3
瞿,qu2
矁,chou3
矇,meng1
矉,pin2
矍,jue2
矓,long2
矔,guan4
矗,chu4
矗立,chu4 li4
矙,kan4
矚,zhu3
矚目,zhu3 mu4
矛,mao2
矛盾,mao2 dun4
矛頭,mao2 tou2
矜,jin1
矜持,jin1 chi2
矞,yu4
矟,shuo4
矠,ze2
矢,shi3
矢量,shi3 liang4
矣,yi3
知,zhi1
知乎,zhi1 hu1
知名,zhi1 ming2
知名度,zhi1 ming2 du4
知己,zhi1 ji3
知心,zhi1 xin1
知情,zhi1 qing2
知情權,zhi1 qing2 quan2
知曉,zhi1 xiao3
知覺,zhi1 jue2
知識,zhi1 shi5
知識分子,zhi1 shi5 fen4 zi3
知識庫,zhi1 shi5 ku4
知識產權,zhi1 shi5 chan3 quan2
知識面,zhi1 shi5 mian4
知足,zhi1 zu2
知道,zhi1 dao4
知道了,zhi1 dao4 le5
知青,zhi1 qing1
知音,zhi1 yin1
矦,hou2
矧,shen3
矨,ying3
矩,ju3
矩形,ju3 xing2
矩陣,ju3 zhen4
矬,cuo2
短,duan3
短信,duan3 xin4
短文,duan3 wen2
短時間,duan3 shi2 jian1
短暫,duan3 zan4
短期,duan3 qi1
短板,duan3 ban3
短片,duan3 pian4
短篇小說,duan3 pian1 xiao3 shuo1
短線,duan3 xian4
短缺,duan3 que1
短袖,duan3 xiu4
短褲,duan3 ku4
短語,duan3 yu3
短跑,duan3 pao3
短路,duan3 lu4
短髮,duan3 fa4
矮,ai3
矮人,ai3 ren2
矮子,ai3 zi5
矯,jiao3
矯情,jiao2 qing5
矯正,jiao3 zheng4
矰,zeng1
矱,yue1
石,shi2
石化,shi2 hua4
石塊,shi2 kuai4
石子,shi2 zi3
石家莊,shi2 jia1 zhuang1
石家莊市,shi2 jia1 zhuang1 shi4
石景山,shi2 jing3 shan1
石板,shi2 ban3
石林,shi2 lin2
石榴,shi2 liu5
石油,shi2 you2
石灰,shi2 hui1
石膏,shi2 gao1
石英,shi2 ying1
石門,shi2 men2
石頭,shi2 tou5
矴,ding4
矷,zi3
矸,gan1
矻,ku1
矼,jiang1
矽,xi1
砂,sha1
砂鍋,sha1 guo1
砃,dan1
砄,jue2
砅,li4
砆,fu1
砈,e4
砉,hua1
砌,qi4
砍,kan3
砍價,kan3 jia4
砑,ya4
砒,pi1
研,yan2
研發,yan2 fa1
研磨,yan2 mo2
研究,yan2 jiu1
研究中心,yan2 jiu1 zhong1 xin1
研究人員,yan2 jiu1 ren2 yuan2
研究員,yan2 jiu1 yuan2
研究報告,yan2 jiu1 bao4 gao4
研究所,yan2 jiu1 suo3
研究機構,yan2 jiu1 ji1 gou4
研究生,yan2 jiu1 sheng1
研究生院,yan2 jiu1 sheng1 yuan4
研究者,yan2 jiu1 zhe3
研究院,yan2 jiu1 yuan4
研究領域,yan2 jiu1 ling3 yu4
研製,yan2 zhi4
研討,yan2 tao3
研討會,yan2 tao3 hui4
研讀,yan2 du2
砕,sui4
砘,dun4
砝,fa3
砟,zha3
砠,qu1
砢,ke1
砣,tuo2
砥,di3
砦,zhai4
砧,zhen1
砩,fei4
砫,zhu3
砬,la2
砭,bian1
砮,nu3
砯,ping1
砰,peng1
砲,pao4
砳,le4
破,po4
破事,po4 shi4
破壞,po4 huai4
破損,po4 sun3
破案,po4 an4
破滅,po4 mie4
破爛,po4 lan4
破獲,po4 huo4
破產,po4 chan3
破碎,po4 sui4
破綻,po4 zhan4
破舊,po4 jiu4
破裂,po4 lie4
破解,po4 jie3
破解版,po4 jie3 ban3
破門,po4 men2
砵,bo1
砷,shen1
砸,za2
砸錢,za2 qian2
砹,ai4
砼,tong2
硃,zhu1
硅,gui1
硅膠,gui1 jiao1
硅谷,gui1 gu3
硇,nao2
硌,ge4
硍,ken4
硎,xing2
硏,yan2
硐,tong2
硑,peng1
硒,xi1
硒鼓,xi1 gu3
硜,keng1
硝,xiao1
硝煙,xiao1 yan1
硤,xia2
硨,che1
硪,wo4
硫,liu2
硫酸,liu2 suan1
硬,ying4
硬件,ying4 jian4
硬傷,ying4 shang1
硬化,ying4 hua4
硬幣,ying4 bi4
硬度,ying4 du4
硬座,ying4 zuo4
硬性,ying4 xing4
硬拉,ying4 la1
硬是,ying4 shi4
硬朗,ying4 lang3
硬核,ying4 he2
硬漢,ying4 han4
硬生生,ying4 sheng1 sheng1
硬盤,ying4 pan2
硬要,ying4 yao4
硭,mang2
确,que4
硯,yan4
硻,keng1
硼,peng2
硾,zhui4
碁,qi2
碃,qing4
碇,ding4
碈,hun1
碉,diao1
碌,lu4
碎,sui4
碎片,sui4 pian4
碎石,sui4 shi2
碏,que4
碑,bei1
碓,dui4
碔,wu3
碗,wan3
碘,dian3
碚,bei4
碝,ruan3
碞,yan2
碟,die2
碟子,die2 zi5
碟片,die2 pian4
碡,zhou2
碣,jie2
碥,bian3
碧,bi4
碧綠,bi4 lü4
碩,shuo4
碩士,shuo4 shi4
碩士學位,shuo4 shi4 xue2 wei4
碩士生,shuo4 shi4 sheng1
碩大,shuo4 da4
碪,zhen1
碫,duan4
碬,xia2
碭,dang4
碯,nao3
碰,peng4
碰上,peng4 shang4
碰到,peng4 dao4
碰巧,peng4 qiao3
碰撞,peng4 zhuang4
碰瓷,peng4 ci2
碰見,peng4 jian4
碰面,peng4 mian4
碰頭,peng4 tou2
碲,di4
碳,tan4
碳水,tan4 shui3
碳纖維,tan4 xian1 wei2
碴,cha2
碸,feng1
確,que4
確保,que4 bao3
確信,que4 xin4
確切,que4 qie4
確定,que4 ding4
確定性,que4 ding4 xing4
確實,que4 shi2
確是,que4 shi4
確立,que4 li4
確診,que4 zhen3
確認,que4 ren4
碻,que4
碼,ma3
碼字,ma3 zi4
碼農,ma3 nong2
碼頭,ma3 tou5
碾,nian3
碾壓,nian3 ya1
磁,ci2
磁場,ci2 chang3
磁帶,ci2 dai4
磁性,ci2 xing4
磁盤,ci2 pan2
磁鐵,ci2 tie3
磅,bang4
磈,wei3
磉,sang3
磊,lei3
磋,cuo1
磋商,cuo1 shang1
磎,xi1
磐,pan2
磑,ai2
磔,zhe2
磕,ke1
磖,la2
磙,gun3
磚,zhuan1
磚頭,zhuan1 tou5
磛,chan2
磜,qi4
磟,liu4
磠,lu3
磡,kan4
磣,chen3
磤,yin3
磥,lei3
磧,qi4
磨,mo2
磨合,mo2 he2
磨損,mo2 sun3
磨砂,mo2 sha1
磨練,mo2 lian4
磨難,mo2 nan4
磪,cui1
磬,qing4
磭,chuo4
磯,ji1
磲,qu2
磴,deng4
磵,jian4
磷,lin2
磷酸,lin2 suan1
磹,dian4
磺,huang2
磻,pan2
磽,qiao1
礀,jian4
礁,jiao1
礄,qiao2
礅,dun1
礆,jian3
礌,lei2
礎,chu3
礐,hu2
礓,jiang1
礗,pin1
礙,ai4
礚,ke1
礜,yu4
礝,ruan3
礞,meng2
礡,bo2
礤,ca3
礦,kuang4
礦井,kuang4 jing3
礦區,kuang4 qu1
礦山,kuang4 shan1
礦工,kuang4 gong1
礦業,kuang4 ye4
礦泉水,kuang4 quan2 shui3
礦物,kuang4 wu4
礦物質,kuang4 wu4 zhi4
礦產,kuang4 chan3
礦產資源,kuang4 chan3 zi1 yuan2
礦石,kuang4 shi2
礦難,kuang4 nan4
礧,lei4
礪,li4
礫,li4
礬,fan2
礮,pao4
礱,long2
礲,long2
礵,shuang1
示,shi4
示例,shi4 li4
示威,shi4 wei1
示意,shi4 yi4
示意圖,shi4 yi4 tu2
示範,shi4 fan4
礽,reng2
社,she4
社交,she4 jiao1
社交媒體,she4 jiao1 mei2 ti3
社保,she4 bao3
社區,she4 qu1
社員,she4 yuan2
社團,she4 tuan2
社恐,she4 kong3
社會,she4 hui4
社會主義,she4 hui4 zhu3 yi4
社會事業,she4 hui4 shi4 ye4
社會保障,she4 hui4 bao3 zhang4
社會保險,she4 hui4 bao3 xian3
社會化,she4 hui4 hua4
社會團體,she4 hui4 tuan2 ti3
社會學,she4 hui4 xue2
社會性,she4 hui4 xing4
社會環境,she4 hui4 huan2 jing4
社會科學,she4 hui4 ke1 xue2
社會經濟,she4 hui4 jing1 ji4
社會關係,she4 hui4 guan1 xi4
社畜,she4 chu4
社科,she4 ke1
社科院,she4 ke1 yuan4
社長,she4 zhang3
礿,yue4
祀,si4
祁,qi2
祂,ta1
祄,xie4
祅,yao1
祆,xian1
祇,qi2
祈,qi2
祈求,qi2 qiu2
祈福,qi2 fu2
祈禱,qi2 dao3
祉,zhi3
祊,beng1
祍,ren4
祏,shi2
祐,you4
祓,fu2
祔,fu4
祕,mi4
祖,zu3
祖上,zu3 shang4
祖先,zu3 xian1
祖國,zu3 guo2
祖宗,zu3 zong1
祖母,zu3 mu3
祖父,zu3 fu4
祖籍,zu3 ji2
祗,zhi1
祘,suan4
祚,zuo4
祛,qu1
祜,hu4
祝,zhu4
祝好,zhu4 hao3
祝福,zhu4 fu2
祝賀,zhu4 he4
祝願,zhu4 yuan4
神,shen2
神仙,shen2 xian1
神作,shen2 zuo4
神功,shen2 gong1
神化,shen2 hua4
神器,shen2 qi4
神奇,shen2 qi2
神學,shen2 xue2
神州,shen2 zhou1
神廟,shen2 miao4
神性,shen2 xing4
神情,shen2 qing2
神態,shen2 tai4
神明,shen2 ming2
神曲,shen2 qu1
神殿,shen2 dian4
神氣,shen2 qi4
神父,shen2 fu5
神獸,shen2 shou4
神秘,shen2 mi4
神童,shen2 tong2
神級,shen2 ji2
神經,shen2 jing1
神經元,shen2 jing1 yuan2
神經病,shen2 jing1 bing4
神經系統,shen2 jing1 xi4 tong3
神經網絡,shen2 jing1 wang3 luo4
神經質,shen2 jing1 zhi4
神聖,shen2 sheng4
神舟,shen2 zhou1
神色,shen2 se4
神話,shen2 hua4
神通,shen2 tong1
神靈,shen2 ling2
神韻,shen2 yun4
神馬,shen2 ma3
祟,sui4
祠,ci2
祥,xiang2
祥和,xiang2 he2
祧,tiao1
票,piao4
票價,piao4 jia4
票子,piao4 zi5
票房,piao4 fang2
票據,piao4 ju4
票數,piao4 shu4
祫,xia2
祭,ji4
祭出,ji4 chu1
祭奠,ji4 dian4
祭祀,ji4 si4
祲,jin1
祺,qi2
祻,gu4
祼,guan4
祿,lu4
禁,jin4
禁不住,jin1 bu5 zhu4
禁令,jin4 ling4
禁區,jin4 qu1
禁忌,jin4 ji4
禁止,jin4 zhi3
禁毒,jin4 du2
禁用,jin1 yong4
禁錮,jin4 gu4
禂,dao3
禊,xi4
禋,yin1
禍,huo4
禍害,huo4 hai4
禎,zhen1
福,fu2
福克斯,fu2 ke4 si1
福利,fu2 li4
福娃,fu2 wa2
福州,fu2 zhou1
福州市,fu2 zhou1 shi4
福布斯,fu2 bu4 si1
福建,fu2 jian4
福建省,fu2 jian4 sheng3
福彩,fu2 cai3
福氣,fu2 qi5
福爾摩斯,fu2 er3 mo2 si1
福特,fu2 te4
福田,fu2 tian2
福田區,fu2 tian2 qu1
福祉,fu2 zhi3
福音,fu2 yin1
禑,wu2
禔,ti2
禕,yi1
禖,mei2
禘,di4
禚,zhuo2
禛,zhen1
禜,yong3
禝,ji4
禠,si1
禡,ma4
禢,ta4
禤,xuan1
禥,qi2
禦,yu4
禧,xi3
禨,ji1
禩,si4
禪,chan2
禪師,chan2 shi1
禫,tan3
禮,li3
禮儀,li3 yi2
禮包,li3 bao1
禮品,li3 pin3
禮堂,li3 tang2
禮拜,li3 bai4
禮服,li3 fu2
禮物,li3 wu4
禮節,li3 jie2
禮貌,li3 mao4
禰,mi2
禱,dao3
禱告,dao3 gao4
禳,rang2
禴,yue4
禸,rou2
禹,yu3
禺,yu2
离,chi1
禽,qin2
禽流感,qin2 liu2 gan3
禽獸,qin2 shou4
禾,he2
禿,tu1
秀,xiu4
秀才,xiu4 cai5
秀美,xiu4 mei3
秀髮,xiu4 fa4
秀麗,xiu4 li4
私,si1
私下,si1 xia4
私事,si1 shi4
私人,si1 ren2
私企,si1 qi3
私信,si1 xin4
私利,si1 li4
私募,si1 mu4
私募基金,si1 mu4 ji1 jin1
私塾,si1 shu2
私奔,si1 ben1
私家,si1 jia1
私家車,si1 jia1 che1
私密,si1 mi4
私底下,si1 di3 xia5
私心,si1 xin1
私房,si1 fang2
私有,si1 you3
私有化,si1 you3 hua4
私服,si1 fu2
私營,si1 ying2
私營企業,si1 ying2 qi3 ye4
私生活,si1 sheng1 huo2
私立,si1 li4
私立學校,si1 li4 xue2 xiao4
私聊,si1 liao2
私自,si1 zi4
私語,si1 yu3
秈,xian1
秉,bing3
秉承,bing3 cheng2
秊,nian2
秋,qiu1
秋天,qiu1 tian1
秋季,qiu1 ji4
秋日,qiu1 ri4
秋水,qiu1 shui3
秋雨,qiu1 yu3
秌,qiu1
秏,hao4
科,ke1
科學,ke1 xue2
科學家,ke1 xue2 jia1
科學技術,ke1 xue2 ji4 shu4
科學界,ke1 xue2 jie4
科學研究,ke1 xue2 yan2 jiu1
科學院,ke1 xue2 yuan4
科室,ke1 shi4
科幻,ke1 huan4
科幻小說,ke1 huan4 xiao3 shuo1
科幻電影,ke1 huan4 dian4 ying3
科技,ke1 ji4
科技人員,ke1 ji4 ren2 yuan2
科教,ke1 jiao4
科普,ke1 pu3
科比,ke1 bi3
科爾,ke1 er3
科班,ke1 ban1
科目,ke1 mu4
科研,ke1 yan2
科研人員,ke1 yan2 ren2 yuan2
科舉,ke1 ju3
科長,ke1 zhang3
秒,miao3
秒殺,miao3 sha1
秒鐘,miao3 zhong1
秔,jing1
秕,bi3
秖,zhi1
秘,mi4
秘密,mi4 mi4
秘書,mi4 shu1
秘書長,mi4 shu1 zhang3
秘笈,mi4 ji2
秘籍,mi4 ji2
秘訣,mi4 jue2
秘魯,bi4 lu3
秚,ban4
秜,ni2
租,zu1
租借,zu1 jie4
租客,zu1 ke4
租房,zu1 fang2
租用,zu1 yong4
租賃,zu1 lin4
租車,zu1 che1
租金,zu1 jin1
秠,pi1
秣,mo4
秤,cheng4
秦,qin2
秦國,qin2 guo2
秦始皇,qin2 shi3 huang2
秦嶺,qin2 ling3
秦朝,qin2 chao2
秦檜,qin2 hui4
秦漢,qin2 han4
秦皇島,qin2 huang2 dao3
秦軍,qin2 jun1
秧,yang1
秩,zhi4
秩序,zhi4 xu4
秫,shu2
秬,ju4
秭,zi3
秷,zhi2
秸,jie1
秸稈,jie1 gan3
移,yi2
移交,yi2 jiao1
移位,yi2 wei4
