# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
langyansiqi,狼煙四起,0.2000
langyaqu,瑯琊區,0.2000
langyashan,狼牙山,0.2000
langyashan,瑯琊山,0.2000
langyin,朗吟,0.2500
langyong,浪湧,0.2500
langyu,榔榆,0.2500
langyuan,閬苑,0.2500
langzai,狼崽,0.2500
langzhao,朗照,0.2500
langzhiwan,郎之萬,0.2000
langzhong,郎中,0.2500
langzhong,閬中,0.2500
langzhongshi,閬中市,0.2000
langzhu,狼蛛,0.2500
langzi,浪子,0.2695
langzihuitou,浪子回頭,0.2000
langzihuitoujinbuhuan,浪子回頭金不換,0.2000
langziyexin,狼子野心,0.2000
lanhai,藍海,0.2607
lanhan,懶漢,0.2500
lanhaoren,濫好人,0.2000
lanhaoren,爛好人,0.2000
lanheba,攔河壩,0.2000
lanhoufenghu,藍喉蜂虎,0.2000
lanhougequ,藍喉歌鴝,0.2000
lanhounizhuomuniao,藍喉擬啄木鳥,0.2000
lanhoutaiyangniao,藍喉太陽鳥,0.2000
lanhouxianweng,藍喉仙鶲,0.2000
lanhu,爛糊,0.2500
lanhua,蘭花,0.2627
lanhuadou,蘭花豆,0.2000
lanhuazhi,蘭花指,0.2000
lanina,拉尼娜,0.2000
laniya,拉尼婭,0.2000
lanjia,欄架,0.2500
lanjian,攔檢,0.2500
lanjian,闌檻,0.2500
lanjiao,欖角,0.2500
lanjiao,濫交,0.2500
lanjiao,蘭交,0.2500
lanjidong,藍磯鶇,0.2000
lanjie,攔截,0.3179
lanjie,攔劫,0.2500
lanjing,藍晶,0.2500
lanjing,藍鯨,0.2500
lanjingling,藍精靈,0.2000
lanjinhuang,藍金黃,0.2000
lanjun,藍菌,0.2500
lanjunmen,藍菌門,0.2000
lanjuxing,藍巨星,0.2000
lanjuzi,爛橘子,0.2000
lankaisite,蘭開斯特,0.2000
lankaixiajun,蘭開夏郡,0.2000
lankan,闌檻,0.2500
lankanlanfa,濫砍濫伐,0.2000
lankao,蘭考,0.2500
lankaoxian,蘭考縣,0.2000
lanke,攬客,0.2500
lanke,蘭克,0.2500
lanke,蘭科,0.2500
lankou,蘭蔻,0.2500
lankuang,籃筐,0.2500
lanlao,㘓哰,0.2500
lanlianjianniao,藍臉鰹鳥,0.2000
lanling,藍領,0.2500
lanling,蘭陵,0.2500
lanlingxian,蘭陵縣,0.2000
lanlingxiaoxiaosheng,蘭陵笑笑生,0.2000
lanlu,攔路,0.2500
lanluhu,攔路虎,0.2000
lanlv,藍縷,0.2500
lanlv,襤褸,0.2500
lanlvjun,藍綠菌,0.2000
lanlvque,藍綠鵲,0.2000
lanlvshangmoshiniaoduo,懶驢上磨屎尿多,0.2000
lanlvzao,藍綠藻,0.2000
lanma,濫罵,0.2500
lanmaji,藍馬雞,0.2000
lanman,濫漫,0.2500
lanman,爛漫,0.2500
lanman,爛熳,0.2500
lanman,爛縵,0.2500
lanmao,懶貓,0.2500
lanmei,藍莓,0.2500
lanmeilinqu,藍眉林鴝,0.2000
lanmu,欄目,0.3801
lanmu,蘭姆,0.2500
lanmuda,蘭姆打,0.2000
lanmuda,蘭姆達,0.2000
lanmujiu,蘭姆酒,0.2000
lanni,爛泥,0.2500
lannichuan,罱泥船,0.2000
lannifubushangqiang,爛泥扶不上牆,0.2000
lannihubushangqiang,爛泥糊不上牆,0.2000
lannong,藍儂,0.2500
lanpeichengqing,攬轡澄清,0.2000
lanpian,爛片,0.3123
lanping,蘭坪,0.2500
lanpingbaizupumizuzizhixian,蘭坪白族普米族自治縣,0.2000
lanpingsiji,藍屏死機,0.2000
lanpingxian,蘭坪縣,0.2000
lanpini,藍毗尼,0.2000
lanpishu,藍皮書,0.2000
lanpu,蘭譜,0.2500
lanqing,濫情,0.2500
lanqiu,籃球,0.5069
lanqiuchang,籃球場,0.2510
lanqiudui,籃球隊,0.2000
lanquan,攬權,0.2500
lanquan,欄圈,0.2500
lanquan,濫權,0.2500
lanquan,籃圈,0.2500
lanre,蘭若,0.2500
lanren,懶人,0.3088
lanren,爛人,0.2500
lanrenbao,懶人包,0.2000
lanrenshafa,懶人沙發,0.2000
lanru,闌入,0.2500
lansan,懶散,0.2548
lanse,藍色,0.5078
lanseji,藍色劑,0.2000
lanseyaoji,藍色妖姬,0.2000
lansha,濫殺,0.2500
lanshan,嵐山,0.2500
lanshan,藍山,0.2500
lanshan,蘭山,0.2500
lanshan,闌珊,0.2500
lanshang,濫觴,0.2500
lanshanqu,嵐山區,0.2000
lanshanqu,蘭山區,0.2000
lanshanxian,藍山縣,0.2000
lanshawugu,濫殺無辜,0.2000
lanshe,蘭麝,0.2500
lanshebing,藍舌病,0.2000
lansheng,攬勝,0.2500
lansheng,纜繩,0.2500
lansheng,覽勝,0.2500
lanshetou,爛舌頭,0.2000
lanshi,蘭室,0.2500
lanshidaihua,藍飾帶花,0.2000
lanshou,攬收,0.2500
lanshu,爛熟,0.2500
lansi,蘭斯,0.2500
lansiluote,蘭斯洛特,0.2000
lansu,爛俗,0.2500
lansuo,纜索,0.2500
lansuodiaoyi,纜索吊椅,0.2000
lantanzi,爛攤子,0.2000
lantaohua,爛桃花,0.2000
lantaozi,濫套子,0.2000
lante,蘭特,0.2500
lantian,藍天,0.2919
lantian,藍田,0.2500
lantianxian,藍田縣,0.2000
lantianzhongyu,藍田種玉,0.2000
lantou,爛透,0.2500
lantou,闌頭,0.2500
lantouhongweiqu,藍頭紅尾鴝,0.2000
lantu,藍圖,0.2614
lanwang,攔網,0.2500
lanwangqiu,籃網球,0.2000
lanwei,爛尾,0.2644
lanwei,欄位,0.2500
lanwei,闌尾,0.2500
lanweilou,爛尾樓,0.2000
lanweiqiechushu,闌尾切除術,0.2000
lanweiyan,闌尾炎,0.2000
lanwennailao,藍紋奶酪,0.2000
lanwu,藍鵐,0.2500
lanwuhuo,爛污貨,0.2000
lanxi,蘭溪,0.2500
lanxi,蘭西,0.2500
lanxian,嵐縣,0.2500
lanxian,纜線,0.2500
lanxian,藍鷳,0.2500
lanxijun,藍細菌,0.2000
lanxin,蘭新,0.2500
lanxin,蘭辛,0.2500
lanxing,濫刑,0.2500
lanxing,藍星,0.2500
lanxintielu,蘭新鐵路,0.2000
lanxiongchun,藍胸鶉,0.2000
lanxiongfofaseng,藍胸佛法僧,0.2000
lanxiongyangji,藍胸秧雞,0.2000
lanxishi,蘭溪市,0.2000
lanxixian,蘭西縣,0.2000
lanxiyuansu,鑭系元素,0.2000
lanxue,蘭學,0.2500
lanxuyefenghu,藍鬚夜蜂虎,0.2000
lanya,藍牙,0.3183
lanyan,蘭言,0.2500
lanyan,讕言,0.2500
lanyangyang,懶洋洋,0.2483
lanyanzhiji,藍顏知己,0.2000
lanyao,懶腰,0.2500
lanyao,攔腰,0.2500
lanyaoduanweiyingwu,藍腰短尾鸚鵡,0.2000
lanyi,藍移,0.2500
lanyi,闌遺,0.2500
lanyin,懶音,0.2500
lanyinxuguo,蘭因絮果,0.2000
lanyong,濫用,0.3162
lanyongquanli,濫用權力,0.2000
lanyongzhiquan,濫用職權,0.2000
lanyu,濫竽,0.2500
lanyu,蘭玉,0.2500
lanyuchongshu,濫竽充數,0.2000
lanzai,爛崽,0.2500
lanzao,藍藻,0.2500
lanzaomen,藍藻門,0.2000
lanzha,欄柵,0.2500
lanzhang,爛賬,0.2500
lanzhang,蘭章,0.2500
lanzhenbasedong,藍枕八色鶇,0.2000
lanzhengchangchengpinyouguandao,蘭鄭長成品油管道,0.2000
lanzhengchangguandao,蘭鄭長管道,0.2000
lanzhenhuaminiao,藍枕花蜜鳥,0.2000
lanzhou,蘭州,0.3103
lanzhou,蘭舟,0.2500
lanzhoudaxue,蘭州大學,0.2814
lanzhoushi,蘭州市,0.2498
lanzhu,攔住,0.2579
lanzhuang,纜樁,0.2500
lanzi,籃子,0.2526
lanzu,攔阻,0.2500
lanzui,爛醉,0.2500
lanzuiruni,爛醉如泥,0.2000
lao,老,0.6819
lao,樂,0.4633
lao,落,0.4283
lao,撈,0.3070
lao,㧯,0.3000
lao,粩,0.3000
lao,勞,0.2956
lao,牢,0.2793
lao,佬,0.2747
lao,絡,0.2606
lao,烙,0.2544
lao,澇,0.2442
lao,嘮,0.2439
lao,酪,0.2388
lao,姥,0.2381
lao,癆,0.2356
lao,銠,0.2346
lao,潦,0.2335
lao,醪,0.2331
lao,咾,0.2322
lao,嶗,0.2316
lao,栳,0.2287
lao,鐒,0.2260
lao,嫪,0.2233
lao,耮,0.2225
lao,哰,0.2202
lao,窂,0.2197
lao,狫,0.2171
lao,轑,0.2152
lao,髝,0.2138
laoai,嫪毐,0.2500
laoaide,勞埃德,0.2000
laoansuan,酪氨酸,0.2000
laoansuandaixiebing,酪氨酸代謝病,0.2000
laoba,老爸,0.3566
laobaixing,老百姓,0.4673
laoban,老板,0.6921
laoban,老闆,0.6921
laoban,老伴,0.2556
laobangshengzhu,老蚌生珠,0.2000
laobanniang,老闆娘,0.2827
laobanr,老伴兒,0.2000
laobantian,老半天,0.2000
laobao,老鴇,0.2500
laobei,老輩,0.2500
laoben,撈本,0.2500
laoben,老本,0.2500
laobian,老邊,0.2500
laobianqu,老邊區,0.2000
laobiao,老表,0.2500
laobing,老兵,0.2779
laobing,烙餅,0.2500
laobing,癆病,0.2500
laobing,酪餅,0.2500
laobinggui,癆病鬼,0.2000
laobizi,老鼻子,0.2000
laobo,老伯,0.2500
laobobo,老伯伯,0.2000
laobukepo,牢不可破,0.2000
laobusi,老不死,0.2000
laocanyouji,老殘遊記,0.2000
laochao,老巢,0.2500
laocheng,老城,0.2500
laocheng,老成,0.2500
laochengchizhong,老成持重,0.2000
laochengqu,老城區,0.2000
laochou,老抽,0.2500
laochunv,老處女,0.2000
laocu,老粗,0.2500
laoda,老大,0.4932
laodabuxiao,老大不小,0.2000
laodage,老大哥,0.2731
laodama,老大媽,0.2000
laodan,老旦,0.2500
laodan,老聃,0.2500
laodanbai,酪蛋白,0.2000
laodangyizhuang,老當益壯,0.2000
laodaniang,老大娘,0.2000
laodao,嘮叨,0.2720
laodao,老到,0.2500
laodaocao,撈稻草,0.2000
laodatushangbei,老大徒傷悲,0.2000
laodaye,老大爺,0.2539
laodeng,老登,0.2500
laodeng,老等,0.2500
laodi,老弟,0.2565
laodi,老底,0.2500
laodiao,老鵰,0.2500
laodiaochongtan,老調重彈,0.2000
laodiaoya,老掉牙,0.2000
laodie,老爹,0.3272
laodifang,老地方,0.2000
laodong,勞動,0.4274
laodongbao,勞動報,0.2000
laodongbaoxian,勞動保險,0.2000
laodonggaizao,勞動改造,0.2000
laodonghetong,勞動合同,0.2899
laodongjiaoyang,勞動教養,0.2000
laodongjie,勞動節,0.2000
laodongli,勞動力,0.3637
laodongmofan,勞動模範,0.2000
laodongnengli,勞動能力,0.2000
laodongrenmin,勞動人民,0.2000
laodongxi,老東西,0.2000
laodongxinwen,勞動新聞,0.2000
laodongying,勞動營,0.2000
laodongzhe,勞動者,0.3517
laodun,勞頓,0.2500
laoer,老二,0.3029
laoer,老兒,0.2500
laoerwugong,勞而無功,0.2000
laofan,勞煩,0.2500
laofang,勞方,0.2500
laofang,牢房,0.2500
laofoye,老佛爺,0.2000
laofu,老夫,0.2571
laofu,老父,0.2500
laofulaoqi,老夫老妻,0.2000
laofuren,老婦人,0.2000
laofushaoqi,老夫少妻,0.2000
laogai,勞改,0.2500
laogaiying,勞改營,0.2000
laoge,老哥,0.3419
laoge,老歌,0.2639
laogeng,老梗,0.2500
laogong,老公,0.5611
laogong,勞工,0.2630
laogonggong,老公公,0.2000
laogu,牢固,0.2817
laogu,勞雇,0.2500
laogua,老鴰,0.2500
laoguang,老廣,0.2500
laoguban,老古板,0.2000
laogudong,老古董,0.2000
laoguguanxi,勞雇關係,0.2000
laogutou,老骨頭,0.2000
laohan,老漢,0.2682
laohan,落汗,0.2500
laohantui,老寒腿,0.2000
laohaoren,老好人,0.2000
laohei,老黑,0.2500
laohekou,老河口,0.2000
laohekoushi,老河口市,0.2000
laohu,老虎,0.3575
laohua,老化,0.3181
laohua,老花,0.2500
laohua,老話,0.2500
laohuajing,老花鏡,0.2000
laohuangli,老皇曆,0.2000
laohuayan,老花眼,0.2000
laohucai,老虎菜,0.2000
laohudeng,老虎凳,0.2000
laohuji,老虎機,0.2488
laohuli,老狐狸,0.2000
laohuqian,老虎鉗,0.2000
laohutu,老糊塗,0.2000
laohuwuzi,老虎伍茲,0.2000
laohuzao,老虎灶,0.2000
laoji,牢記,0.2642
laoji,老己,0.2500
laoji,老幾,0.2500
laoji,老驥,0.2500
laojia,老家,0.3790
laojia,勞駕,0.2500
laojia,落價,0.2500
laojiahuo,老傢伙,0.2000
laojiahuo,老家伙,0.2000
laojian,老繭,0.2500
laojian,老趼,0.2500
laojiang,老將,0.2943
laojianghu,老江湖,0.2000
laojianjuhua,老奸巨滑,0.2000
laojianjuhua,老奸巨猾,0.2000
laojiao,勞教,0.2500
laojiaosuo,勞教所,0.2000
laojiazei,老家賊,0.2000
laojie,老街,0.2492
laojifuli,老驥伏櫪,0.2000
laojing,老境,0.2500
laojisifeng,老驥嘶風,0.2000
laojiu,老舊,0.2601
laojiu,老酒,0.2500
laojuan,勞倦,0.2500
laojun,老君,0.2500
laokang,落炕,0.2500
laokao,牢靠,0.2500
laoke,嘮嗑,0.2500
laoke,老客,0.2500
laoker,老客兒,0.2000
laokong,落空,0.2509
laokou,老摳,0.2500
laoku,勞苦,0.2500
laokuangkuang,老框框,0.2000
laola,老辣,0.2500
laolai,老賴,0.2500
laolaidezi,老來得子,0.2000
laolaiqiao,老來俏,0.2000
laolaishao,老來少,0.2000
laolao,姥姥,0.3001
laolao,牢牢,0.2867
laolao,老老,0.2500
laolaodaodao,勞勞叨叨,0.2000
laolaodaodao,嘮嘮叨叨,0.2000
laolarou,老臘肉,0.2000
laolaxipan,勞拉西泮,0.2000
laolei,勞累,0.2669
laoli,勞力,0.2500
laoli,老例,0.2500
laoli,酪梨,0.2500
laolian,老練,0.2500
laolian,老臉,0.2500
laoliangkou,老兩口,0.2000
laoliangkour,老兩口兒,0.2000
laolijiang,酪梨醬,0.2000
laoling,樂陵,0.2500
laoling,老齡,0.2500
laolinghua,老齡化,0.2522
laolingshi,樂陵市,0.2000
laolishashajiang,酪梨莎莎醬,0.2000
laolishi,勞力士,0.2745
laolong,牢籠,0.2500
laolu,勞碌,0.2500
laolu,老路,0.2500
laolunsi,勞倫斯,0.2495
laoma,老媽,0.3472
laomai,老邁,0.2500
laomalianzhan,老馬戀棧,0.2000
laomanyuan,落埋怨,0.2000
laomao,老耄,0.2500
laomaobing,老毛病,0.2000
laomaor,老帽兒,0.2000
laomaozi,老毛子,0.2000
laomashitu,老馬識途,0.2000
laomasifeng,老馬嘶風,0.2000
laomazi,老媽子,0.2000
laomei,老美,0.2786
laomei,老妹,0.2500
laomian,老麵,0.2500
laominshangcai,勞民傷財,0.2000
laomo,老墨,0.2500
laomo,勞模,0.2494
laomoushensuan,老謀深算,0.2000
laomu,老母,0.2541
laomu,老姥,0.2500
laona,老衲,0.2500
laonainai,老奶奶,0.2645
laonian,老年,0.3255
laonianban,老年斑,0.2000
laonianchidai,老年痴獃,0.2000
laonianchidaizheng,老年痴獃症,0.2000
laoniang,老娘,0.2797
laoniang,姥娘,0.2500
laonianqi,老年期,0.2000
laonianren,老年人,0.3848
laonianxingchidaizheng,老年性痴獃症,0.2000
laoniao,老鳥,0.2660
laoniuchinencao,老牛吃嫩草,0.2000
laoniulapoche,老牛拉破車,0.2000
laoniupoche,老牛破車,0.2000
laoniushidu,老牛舐犢,0.2000
laonong,酪農,0.2500
laonongye,酪農業,0.2000
laonv,撈女,0.2500
laopai,老牌,0.3819
laopai,老派,0.2500
laopengyou,老朋友,0.2704
laopo,老婆,0.6516
laopoben,老婆本,0.2000
laopobing,老婆餅,0.2000
laopohaizirekangtou,老婆孩子熱炕頭,0.2000
laopu,老譜,0.2500
laoqian,撈錢,0.2504
laoqian,老千,0.2500
laoqian,老錢,0.2500
laoqihengqiu,老氣橫秋,0.2000
laoqu,老去,0.2733
laoqu,撈取,0.2500
laoren,老人,0.5758
laoren,落忍,0.2500
laorenjia,老人家,0.3219
laorenyuan,老人院,0.2000
laoru,酪乳,0.2500
laosanpian,老三篇,0.2000
laosanse,老三色,0.2000
laosao,牢騷,0.2621
laosao,髝髞,0.2500
laosaozi,老嫂子,0.2000
laosha,姥鯊,0.2500
laoshai,落色,0.2500
laoshan,嶗山,0.2484
laoshang,勞傷,0.2500
laoshanqu,嶗山區,0.2000
laoshanzixingcheguan,老山自行車館,0.2000
laoshao,老少,0.2500
laoshaojieyi,老少皆宜,0.2000
laoshaopei,老少配,0.2000
laoshaowuqi,老少無欺,0.2000
laoshaoxianyi,老少咸宜,0.2000
laoshe,老舍,0.2500
laoshen,勞神,0.2500
laosheng,老生,0.2500
laoshengchangtan,老生常談,0.2694
laoshenzaizai,老神在在,0.2000
laoshi,老師,0.7606
laoshi,老是,0.4117
laoshi,老實,0.3464
laoshi,老式,0.2589
laoshi,牢實,0.2500
laoshi,老視,0.2500
laoshibajiao,老實巴交,0.2000
laoshishuo,老實說,0.3075
laoshiyan,老視眼,0.2000
laoshizi,勞什子,0.2000
laoshizi,撈什子,0.2000
laoshizi,牢什子,0.2000
laoshou,老手,0.2887
laoshu,老鼠,0.3837
laoshucang,老鼠倉,0.2000
laoshudong,老鼠洞,0.2000
laosi,老死,0.2500
laosiji,老司機,0.3277
laosilaisi,勞斯萊斯,0.2545
laosou,老叟,0.2500
laosu,酪素,0.2500
laosun,勞損,0.2500
laotai,老太,0.2660
laotai,老態,0.2500
laotaigong,老太公,0.2000
laotailongzhong,老態龍鍾,0.2000
laotaipo,老太婆,0.2529
laotaitai,老太太,0.3704
laotaiye,老太爺,0.2000
laotao,老套,0.2512
laotao,老饕,0.2500
laotaozi,老套子,0.2000
laotian,老天,0.2821
laotianye,老天爺,0.2520
laotianyeebusixiajiaque,老天爺餓不死瞎家雀,0.2000
laotie,烙鐵,0.2500
laotie,老鐵,0.2500
laoting,樂亭,0.2500
laotingxian,樂亭縣,0.2000
laotou,老頭,0.3930
laotou,牢頭,0.2500
laotoule,老頭樂,0.2000
laotour,老頭兒,0.2000
laotouzi,老頭子,0.2664
laotu,老土,0.2489
laowai,老外,0.3891
laowaikuai,撈外快,0.2000
laowangu,老頑固,0.2000
laoweihui,勞委會,0.2000
laoweng,老翁,0.2500
laowo,老撾,0.2500
laowu,勞務,0.2791
laowufei,勞務費,0.2000
laowuhetong,勞務合同,0.2000
laowujiaohuan,勞務交換,0.2000
laowurenyuan,勞務人員,0.2000
laowushichang,勞務市場,0.2000
laoxiang,老鄉,0.3206
laoxiao,老小,0.2500
laoxiaolaoxiao,老小老小,0.2000
laoxigu,老戲骨,0.2000
laoxin,勞心,0.2500
laoxinkusi,勞心苦思,0.2000
laoxinlaoli,勞心勞力,0.2000
laoxiong,老兄,0.2755
laoxiu,老朽,0.2500
laoxiuchengnu,老羞成怒,0.2000
laoyanfenfei,勞燕分飛,0.2000
laoyangui,老煙鬼,0.2000
laoyangzi,老樣子,0.2576
laoyanhunhua,老眼昏花,0.2000
laoyanqiang,老煙槍,0.2000
laoyao,老么,0.2500
laoye,老爺,0.3735
laoye,姥爺,0.2643
laoyeche,老爺車,0.2000
laoyeling,老爺嶺,0.2000
laoyeye,老爺爺,0.2599
laoyezi,老爺子,0.3747
laoyi,勞役,0.2500
laoyi,勞逸,0.2500
laoyiba,撈一把,0.2000
laoyibei,老一輩,0.2969
laoyijiehe,勞逸結合,0.2000
laoyin,烙印,0.2584
laoying,老鷹,0.2624
laoyingxingyun,老鷹星雲,0.2000
laoyitao,老一套,0.2000
laoyou,老友,0.2554
laoyou,牢友,0.2500
laoyoushui,撈油水,0.2000
laoyoutiao,老油條,0.2554
laoyouzi,老油子,0.2000
laoyu,牢獄,0.2500
laoyu,老嫗,0.2500
laoyuan,老遠,0.2496
laoyumi,老玉米,0.2000
laoyushigu,老於世故,0.2000
laoyuzhizai,牢獄之災,0.2000
laozao,老早,0.2561
laozao,醪糟,0.2500
laozhai,勞瘵,0.2500
laozhai,癆瘵,0.2500
laozhan,落棧,0.2500
laozhang,老丈,0.2500
laozhang,老賬,0.2500
laozhangren,老丈人,0.2000
laozhe,老者,0.2595
laozhelian,老著臉,0.2000
laozhen,落枕,0.2500
laozhong,老中,0.2500
laozhuang,老莊,0.2500
laozhuo,老拙,0.2500
laozi,老子,0.4813
laozi,勞資,0.2618
laozi,牢子,0.2500
laozi,落子,0.2500
laozige,老資格,0.2000
laoziguanxi,勞資關係,0.2000
laozihao,老字號,0.2516
laozong,老總,0.3410
laozuo,勞作,0.2538
lapasi,拉帕斯,0.2000
lapi,拉坯,0.2500
lapi,拉皮,0.2500
lapiao,拉票,0.2508
laping,拉平,0.2500
lapitiao,拉皮條,0.2000
lapulan,拉普蘭,0.2000
lapulasi,拉普拉斯,0.2000
laqian,蠟扦,0.2500
laqiao,拉齊奧,0.2000
laqingge,拉青格,0.2000
laqu,拉取,0.2500
laran,蠟染,0.2500
larou,臘肉,0.2500
laru,拉入,0.2500
lasa,拉薩,0.2905
lasai,喇賽,0.2500
lasalu,拉撒路,0.2000
lasashi,拉薩市,0.2000
lasatiaoyue,拉薩條約,0.2000
lasen,拉森,0.2500
lasha,喇沙,0.2500
lashabingdu,拉沙病毒,0.2000
lashang,拉傷,0.2500
lashantou,拉山頭,0.2000
lashen,拉伸,0.4048
lashengyi,拉生意,0.2000
lashenqiangdu,拉伸強度,0.2000
lashi,拉屎,0.2631
lashikaerjia,拉什卡爾加,0.2000
lashimoershan,拉什莫爾山,0.2000
lashou,拉手,0.2500
lasimo,拉絲模,0.2000
lasimusen,拉斯穆森,0.2000
lasipaermasi,拉斯帕爾馬斯,0.2000
lasiweijiasi,拉斯維加斯,0.2000
lasuo,拉鎖,0.2500
lata,邋遢,0.2500
latai,拉抬,0.2500
latai,蠟臺,0.2500
latiao,辣條,0.2500
latuoweiya,拉脫維亞,0.2000
lawaer,拉瓦爾,0.2000
lawaxi,拉瓦錫,0.2000
lawenkelao,拉文克勞,0.2000
lawenna,拉文納,0.2000
laxi,拉稀,0.2500
laxialian,拉下臉,0.2000
laxiang,蠟像,0.2500
laxiangguan,蠟像館,0.2000
laxin,拉新,0.2549
laxin,拉辛,0.2500
layangyabaoganjun,蠟樣芽孢桿菌,0.2000
layanjing,辣眼睛,0.2000
layue,臘月,0.2500
laza,拉雜,0.2500
lazalu,拉匝祿,0.2000
lazhi,拉製,0.2500
lazhi,蠟紙,0.2500
lazhi,蠟質,0.2500
lazhi,辣汁,0.2500
lazhu,蠟燭,0.2797
lazhubudianbuliang,蠟燭不點不亮,0.2000
lazhuliangtoushao,蠟燭兩頭燒,0.2000
lazi,拉孜,0.2500
lazi,揦子,0.2500
lazi,辣子,0.2500
laziji,辣子雞,0.2000
lazimofusiji,拉茲莫夫斯基,0.2000
lazixian,拉孜縣,0.2000
le,了,0.7960
le,樂,0.4633
le,勒,0.3691
le,叻,0.2810
le,仂,0.2405
le,鰳,0.2329
le,泐,0.2300
le,餎,0.2266
le,簕,0.2262
le,扐,0.2224
le,艻,0.2204
le,砳,0.2197
le,阞,0.2183
lean,樂安,0.2500
leanxian,樂安縣,0.2000
lebi,勒逼,0.2500
lebukeji,樂不可極,0.2000
lebukezhi,樂不可支,0.2000
lebusishu,樂不思蜀,0.2000
lechang,樂昌,0.2500
lechangfenjing,樂昌分鏡,0.2000
lechangpojing,樂昌破鏡,0.2000
lechangshi,樂昌市,0.2000
lechangzhijing,樂昌之鏡,0.2000
lecibujuan,樂此不倦,0.2000
lecibupi,樂此不疲,0.2000
ledao,樂道,0.2500
ledi,樂蒂,0.2500
ledianlexian,樂顛了餡,0.2000
ledong,樂東,0.2500
ledonglizuzizhixian,樂東黎族自治縣,0.2000
ledongxian,樂東縣,0.2000
ledu,樂都,0.2500
leduqu,樂都區,0.2000
lefuxie,樂福鞋,0.2000
legao,樂高,0.2551
legou,樂購,0.2500
leguan,樂觀,0.3508
leguanqicheng,樂觀其成,0.2000
leguanzhuyi,樂觀主義,0.2000
lehafeier,勒哈費爾,0.2000
lehehe,樂呵呵,0.2000
lehuameilan,樂華梅蘭,0.2000
lehuo,樂活,0.2500
lei,類,0.6013
lei,累,0.5511
lei,雷,0.4028
lei,勒,0.3691
lei,淚,0.3546
lei,蔂,0.3000
lei,磊,0.2854
lei,蕾,0.2806
lei,嘞,0.2765
lei,壘,0.2559
lei,肋,0.2509
lei,鐳,0.2439
lei,擂,0.2408
lei,誄,0.2337
lei,耒,0.2334
lei,羸,0.2331
lei,纍,0.2328
lei,嫘,0.2312
lei,酹,0.2305
lei,縲,0.2302
lei,虆,0.2285
lei,儡,0.2268
lei,罍,0.2261
lei,畾,0.2260
lei,檑,0.2255
lei,纇,0.2239
lei,礌,0.2232
lei,儽,0.2227
lei,藟,0.2224
lei,靁,0.2211
lei,欙,0.2208
lei,磥,0.2197
lei,絫,0.2196
lei,礧,0.2170
lei,樏,0.2159
lei,鸓,0.2154
lei,攂,0.2137
leiaercheng,雷阿爾城,0.2000
leibao,壘包,0.2500
leibao,雷暴,0.2500
leiben,淚奔,0.2500
leibi,類比,0.3777
leibi,勒斃,0.2500
leibie,類別,0.4377
leibiju,類鼻疽,0.2000
leibo,雷波,0.2500
leiboxian,雷波縣,0.2000
leibozi,勒脖子,0.2000
leicha,擂茶,0.2500
leichenggou,累成狗,0.2000
leida,雷達,0.3352
leidabudong,雷打不動,0.2000
leidatianxian,雷達天線,0.2000
leidayuxiao,雷大雨小,0.2000
leide,雷德,0.2500
leidi,淚滴,0.2500
leidian,雷電,0.2843
leidian,淚點,0.2500
leidiandi,淚點低,0.2000
leidianji,雷電計,0.2000
leidiao,雷雕,0.2500
leidixingxing,類地行星,0.2000
leidusu,類毒素,0.2000
leien,雷恩,0.2500
leifan,累犯,0.2500
leifeng,雷鋒,0.2689
leifengshiyinzi,類風濕因子,0.2000
leifengta,雷峰塔,0.2000
leigai,雷蓋,0.2500
leigen,雷根,0.2500
leigong,雷公,0.2500
leigongdadoufu,雷公打豆腐,0.2000
leigu,肋骨,0.2578
leigu,壘固,0.2500
leiguan,淚管,0.2500
leiguan,雷管,0.2500
leiguang,淚光,0.2500
leiguchun,類固醇,0.2000
leigui,雷鬼,0.2500
leigumingjin,擂鼓鳴金,0.2000
leihana,蕾哈娜,0.2000
leihen,淚痕,0.2500
leihong,雷轟,0.2500
leihua,淚花,0.2500
leihuai,累壞,0.2500
leihuangtong,類黃酮,0.2000
leiji,累計,0.4382
leiji,累積,0.3584
leiji,累及,0.2500
leiji,雷擊,0.2500
leijianji,肋間肌,0.2000
leijiaqi,累加器,0.2000
leijiazongshu,累加總數,0.2000
leijijiliang,累積劑量,0.2000
leijin,勒緊,0.2500
leijin,累進,0.2500
leijingshenfenliexingrengeweichang,類精神分裂型人格違常,0.2000
leijinkudai,勒緊褲帶,0.2000
leijinshu,類金屬,0.2000
leiju,雷劇,0.2500
leijuebuai,累覺不愛,0.2000
leikesasi,雷克薩斯,0.2490
leikesi,雷克斯,0.2000
