text,jyutping
當之無愧,dong1 zi1 mou4 kwai5
當事人,dong1 si6 jan4
當今,dong1 gam1
當代,dong1 doi6
當代中國,dong1 doi6 zung1 gwok3
當作,dong3 zok3
當做,dong3 zou6
當兵,dong1 bing1
當初,dong1 co1
當前,dong1 cin4
當務之急,dong1 mou6 zi1 gap1
當地,dong1 dei6
當場,dong1 coeng4
當天,dong1 tin1
當家,dong1 gaa1
當局,dong1 guk6
當年,dong1 nin4
當心,dong1 sam1
當成,dong3 sing4
當日,dong1 jat6
當時,dong1 si4
當晚,dong1 maan5
當然,dong1 jin4
當真,dong3 zan1
當紅,dong1 hung4
當選,dong1 syun2
當面,dong1 min2
畷,zyut3
畸,gei1
畸形,kei1 jing4
畸變,kei1 bin3
畹,jyun2
畺,goeng1
畻,sing4
畼,coeng4
畽,dung2
畾,leoi4
畿,gei1
疀,caap3
疁,lau4
疂,dip6
疃,teon2
疄,leon4
疅,goeng1
疆,goeng1
疆域,goeng1 wik6
疇,cau4
疈,bik1
疉,daap6
疊,daap6
疋,ngaa5
疌,zit3
疍,daan6
疎,so1
疏,so1
疏導,so1 dou6
疏忽,so1 fat1
疏散,so1 saan3
疏通,so1 tung1
疏遠,so1 jyun5
疐,dai3
疑,ji4
疑似,ji4 ci5
疑問,ji4 man6
疑惑,ji4 waak6
疑慮,ji4 leoi6
疑難,ji4 naan4
疑點,ji4 dim2
疒,cong4
疓,naai5
疔,deng1
疕,bei2
疘,gong1
疙,gat1
疚,gau3
疛,zau2
疜,haa6
疝,saan3
疞,heoi1
疢,can2
疣,jau4
疤,baa1
疤痕,baa1 han4
疥,gaai3
疦,kyut3
疧,kei4
疨,haa1
疩,seoi6
疪,bei3
疫,jik6
疫情,jik6 cing4
疫苗,jik6 miu4
疰,zyu3
疲,pei4
疲倦,pei4 gyun6
疲勞,pei4 lou4
疲憊,pei4 bei6
疲軟,pei4 jyun5
疳,gam1
疵,ci1
疶,sit3
疷,zi1
疸,daam2
疹,can2
疺,fat6
疻,zi1
疼,tang4
疼愛,tang3 oi3
疼痛,tang4 tung3
疽,ceoi1
疾,zaat6
疾病,zat6 beng6
疿,fai2
痀,jyu2
痁,dim3
痂,gaa1
痃,jin4
痄,zaa3
病,beng6
病人,beng6 jan4
病例,beng6 lai6
病假,beng6 gaa3
病原體,beng6 jyun4 tai2
病友,beng6 jau5
病史,beng6 si2
病因,beng6 jan1
病情,beng6 cing4
病態,beng6 taai3
病房,beng6 fong2
病歷,beng6 lik6
病毒,beng6 duk6
病牀,beng6 cong4
病症,beng6 zing3
病痛,beng6 tung3
病菌,beng6 kwan2
病蟲害,beng6 cung4 hoi6
病變,beng6 bin3
病逝,beng6 sai6
痆,laat6
症,zing1
症狀,zing3 zong6
痊,cyun4
痊癒,cyun4 jyu6
痋,cung4
痌,tung1
痍,ji4
痎,gaai1
痏,fui2
痐,wui4
痑,taan1
痒,joeng4
痓,ci3
痔,zi6
痔瘡,zi6 cong1
痕,han4
痕跡,han4 zik1
痗,fui3
痘,dau2
痙,ging6
痙攣,ging3 lyun4
痚,haau1
痛,tung3
痛哭,tung3 huk1
痛心,tung3 sam1
痛快,tung3 faai3
痛恨,tung3 han6
痛楚,tung3 co2
痛經,tung3 ging1
痛苦,tung3 fu2
痛風,tung3 fung1
痜,tuk1
痝,mong4
痞,fau2
痟,siu1
痠,syun1
痠痛,syun1 tung3
痡,fu1
痢,lei6
痣,zi3
痤,co4
痥,dyut6
痦,ng6
痧,saa1
痩,sau3
痬,jik6
痭,bang1
痮,zoeng3
痯,gun2
痰,taam4
痱,fai2
痲,maa4
痳,lam4
痴,ci1
痵,gwai3
痶,din2
痷,am1
痸,cai3
痹,bei3
痺,bei1
痻,man4
痼,gu3
痽,deoi1
痾,o1
痿,wai1
瘀,jyu1
瘁,seoi6
瘂,aa2
瘃,zuk1
瘄,cou3
瘇,zung2
瘈,gai3
瘉,jyu6
瘊,hau4
瘋,fung1
瘋子,fung1 zi2
瘋狂,fung1 kwong4
瘌,laat3
瘍,joeng4
瘎,sam4
瘏,tou4
瘐,jyu5
瘑,gwo1
瘒,wan4
瘓,wun6
瘔,fu2
瘕,gaa1
瘖,jam1
瘙,sou3
瘚,kyut3
瘛,cai3
瘜,sik1
瘝,gwaan1
瘞,ai3
瘟,wan1
瘟疫,wan1 jik6
瘠,zek3
瘡,cong1
瘢,baan1
瘣,waai6
瘤,lau2
瘥,caai3
瘦,sau3
瘦弱,sau3 joek6
瘦肉,sau3 juk6
瘦身,sau3 san1
瘧,joek6
瘨,din1
瘩,daap3
瘬,zoeng3
瘭,biu1
瘮,sam3
瘯,cuk1
瘰,leoi4
瘱,ai3
瘲,zung3
瘳,cau1
瘴,zoeng3
瘵,zaai3
瘶,sau3
瘷,zek3
瘸,ke4
瘹,diu3
瘺,lau6
瘻,lau6
瘼,mok6
瘽,gan2
癀,wong4
癁,fuk6
療,liu4
療傷,liu4 soeng1
療效,liu4 haau6
療法,liu4 faat3
療程,liu4 cing4
療養,liu4 joeng5
癃,lung4
癄,ciu4
癅,lau4
癆,lou4
癇,gaan2
癈,fai3
癉,daan1
癊,jam3
癋,hok3
癌,ngaam4
癌症,ngaam4 zing3
癍,baan1
癎,gaan2
癏,gwaan1
癐,gui6
癑,nung6
癒,jyu6
癒合,jyu6 hap6
癓,mei4
癔,ji3
癕,jung1
癖,pik1
癗,leoi5
癘,laai3
癙,syu2
癚,daam3
癛,lam5
癜,din6
癝,lam5
癟,bit6
癠,cai4
癡,ci1
癢,joeng5
癤,zit3
癥,zing1
癥結,zing1 git3
癦,mak2
癧,lek6
癨,fok3
癩,laai3
癪,zik1
癬,sin2
癭,jing2
癮,jan2
癯,keoi4
癰,jung1
癱,taan1
癱瘓,taan1 wun6
癲,din1
癲癇,din1 gaan2
癳,lo2
癴,lyun4
癵,lyun1
癶,but3
癷,gon1
癸,gwai3
癹,bat6
発,faat3
登,dang1
登入,dang1 jap6
登基,dang1 gei1
登場,dang1 coeng4
登山,dang1 saan1
登機,dang1 gei1
登記,dang1 gei3
登錄,dang1 luk6
登陸,dang1 luk6
發,but3
發亮,faat3 loeng6
發佈,faat3 bou3
發作,faat3 zok3
發信,faat3 seon3
發光,faat3 gwong1
發出,faat3 ceot1
發力,faat3 lik6
發動,faat3 dung6
發卡,faat3 kaa1
發呆,faat3 ngoi4
發售,faat3 sau6
發問,faat3 man6
發威,faat3 wai1
發射,faat3 se6
發展,faat3 zin2
發展商,faat3 zin2 soeng1
發愁,faat3 sau4
發抖,faat3 dau2
發掘,faat3 gwat6
發揚,faat3 joeng4
發揚光大,faat3 joeng4 gwong1 daai6
發揮,faat3 fai1
發放,faat3 fong3
發散,faat3 saan2
發明,faat3 ming4
發泄,faat3 sit3
發源地,faat3 jyun4 dei6
發火,faat3 fo2
發炎,faat3 jim4
發熱,faat3 jit6
發燒,faat3 siu1
發燒友,faat3 siu1 jau2
發牢騷,faat3 lou4 sou1
發現,faat3 jin6
發球,faat3 kau4
發生,faat3 sang1
發生器,faat3 sang1 hei3
發病,faat3 beng6
發短信,faat3 dyun2 seon3
發票,faat3 piu3
發聲,faat3 sing1
發育,faat3 juk6
發胖,faat3 bun6
發脾氣,faat3 pei4 hei3
發自,faat3 zi6
發芽,faat3 ngaa4
發行,faat3 hang4
發表,faat3 biu2
發覺,faat3 gok3
發言,faat3 jin4
發言人,faat3 jin4 jan4
發誓,faat3 sai6
發財,faat3 coi4
發起,faat3 hei2
發送,faat3 sung3
發達,faat3 daat6
發酵,faat3 haau1
發電,faat3 din6
發電廠,faat3 din6 cong2
發電機,faat3 din6 gei1
發霉,faat3 mou1
發音,faat3 jam1
白,baak6
白人,baak6 jan4
白內障,baak6 noi6 zoeng3
白天,baak6 tin1
白宮,baak6 gung1
白板,baak6 baan2
白白,baak6 baak6
白皙,baak6 sik1
白皮書,baak6 pei4 syu1
白眼,baak6 ngaan5
白糖,baak6 tong4
白紙,baak6 zi2
白羊,baak6 joeng4
白羊座,baak6 joeng4 zo6
白色,baak6 sik1
白菜,baak6 coi3
白蘭地,baak6 laan1 dei2
白虎,baak6 fu2
白血病,baak6 hyut3 beng6
白話,baak6 waa2
白費,baak6 fai3
白酒,baak6 zau2
白金,baak6 gam1
白雲,baak6 wan4
白領,baak6 leng5
白頭,baak6 tau4
白骨,baak6 gwat1
百,baak3
百事,baak3 si6
百分之,baak3 fan6 zi1
百分比,baak3 fan6 bei2
百分百,baak3 fan6 baak3
百分點,baak3 fan6 dim2
百合,baak3 hap6
百姓,baak3 sing3
百度一下,baak3 dok6 jat1 haa5
百搭,baak3 daap3
百科全書,baak3 fo1 cyun4 syu1
百般,baak3 bun1
百花齊放,baak3 faa1 cai4 fong3
百萬,baak3 maan6
百萬富翁,baak3 maan6 fu3 jung1
百貨,baak3 fo3
癿,gaa1
皀,gwai2
皁,zou6
皂,zou6
皃,maau6
的,dik1
的士,dik1 si2
的確,dik1 kok3
的話,dik1 waa6
的說,dik1 syut3
皅,paa1
皆,gaai1
皆大歡喜,gaai1 daai6 fun1 hei2
皇,wong4
皇上,wong4 soeng6
皇冠,wong4 gun1
皇后,wong4 hau6
皇室,wong4 sat1
皇宮,wong4 gung1
皇家,wong4 gaa1
皇帝,wong4 dai3
皇馬,wong4 maa5
皈,gwai1
皉,ci2
皊,ling4
皋,gou1
皌,mut6
皍,zik1
皎,gaau2
皏,pang2
皐,gou1
皒,ngo4
皓,gou2
皔,hon5
皕,bat6
皖,wun2
皗,cau4
皘,sin3
皙,sik1
皚,ji4
皛,jiu5
皜,hou6
皝,fong2
皞,hou6
皟,caak3
皠,ceoi3
皡,hou6
皢,hiu2
皣,jip6
皤,po4
皥,hou6
皦,gaau2
皧,oi3
皨,sing1
皩,fong2
皪,lik1
皫,piu2
皬,hok6
皭,ziu3
皮,pei2
皮包,pei4 baau1
皮帶,pei4 daai2
皮毛,pei4 mou4
皮球,pei4 kau4
皮膚,pei4 fu1
皮革,pei4 gaak3
皮鞋,pei4 haai4
皯,gon2
皰,paau3
皳,kau4
皴,ceon1
皵,cik1
皶,zaa1
皷,gu2
皸,gwan1
皹,gwan1
皺,zau3
皺眉,zau3 mei4
皺紋,zau3 man4
皻,zaa1
皼,gu2
皽,zin2
皾,duk6
皿,ming5
盀,hei2
盁,jing4
盂,jyu4
盃,bui1
盄,diu3
盅,zung1
盆,pun4
盆地,pun4 dei6
盆景,pun4 ging2
盇,hap6
盈,jing4
盈利,jing4 lei6
盈餘,jing4 jyu4
盉,wo4
益,jik1
益智,jik1 zi3
益生菌,jik1 sang1 kwan2
益處,jik1 cyu3
盋,but3
盌,wun2
盍,hap6
盎,on1
盒,haap2
盒子,hap6 zi2
盓,jyu1
盔,kwai1
盔甲,kwai1 gaap3
盕,faan3
盙,fu2
盚,kau4
盛,sing4
盛世,sing6 sai3
盛典,sing6 din2
盛名,sing6 ming4
盛夏,sing6 haa6
盛大,sing6 daai6
盛宴,sing6 jin3
盛會,sing6 wui6
盛產,sing6 caan2
盛行,sing6 hang4
盛裝,sing6 zong1
盛開,sing6 hoi1
盜,dou6
盜墓,dou6 mou6
盜夢空間,dou6 mung6 hung1 gaan1
盜版,dou6 baan2
盜用,dou6 jung6
盜竊,dou6 sit3
盜賊,dou6 caak6
盝,luk6
盞,zaan2
盟,maang6
盟主,mang4 zyu2
盟友,mang4 jau5
盟軍,mang4 gwan1
盠,lai4
盡,zeon2
盡力,zeon6 lik6
盡快,zeon6 faai3
盡情,zeon6 cing4
盡興,zeon6 hing3
盡量,zeon6 loeng6
盡頭,zeon6 tau4
盢,gwik1
監,gaam1
監察,gaam1 caat3
監控,gaam1 hung3
監測,gaam1 caak1
監獄,gaam1 juk6
監督,gaam1 duk1
監管,gaam1 gun2
監考,gaam1 haau2
監製,gaam1 zai3
監視,gaam1 si6
監護,gaam1 wu6
盤,pun4
盤口,pun4 hau2
盤子,pun4 zi2
盤旋,pun4 syun4
盤符,pun4 fu4
盤算,pun4 syun3
盤點,pun4 dim2
盥,fun2
盦,am1
盧,leoi4
盧布,lou4 bou3
盨,seoi2
盩,zau1
盪,dong6
盪漾,dong6 joeng6
盫,am1
盬,gu2
盭,lai6
目,muk6
目光,muk6 gwong1
目前,muk6 cin4
目擊,muk6 gik1
目擊者,muk6 gik1 ze2
目標,muk6 biu1
目測,muk6 caak1
目的,muk6 dik1
目的地,muk6 dik1 dei6
目睹,muk6 dou2
目瞪口呆,muk6 dang1 hau2 ngoi4
目錄,muk6 luk6
盯,deng1
盯住,deng1 zyu6
盯着,ding1 zoek6
盰,gon2
盱,heoi1
盲,maang4
盲人,maang4 jan4
盲目,maang4 muk6
盳,maang4
直,zik6
直到,zik6 dou3
直升機,zik6 sing1 gei1
直屬,zik6 suk6
直徑,zik6 ging3
直指,zik6 zi2
直接,zik6 zip3
直播,zik6 bo3
直擊,zik6 gik1
直昇機,zik6 sing1 gei1
直板,zik6 baan2
直男,zik6 naam4
直白,zik6 baak6
直立,zik6 laap6
直線,zik6 sin3
直腸,zik6 coeng2
直至,zik6 zi3
直覺,zik6 gok3
直言,zik6 jin4
直說,zik6 syut3
直譯,zik6 jik6
直轄市,zik6 hat6 si5
直通,zik6 tung1
直通車,zik6 tung1 ce1
直達,zik6 daat6
直銷,zik6 siu1
盵,hei3
盶,jyun5
盷,jyun4
相,soeng1
相互,soeng1 wu6
相交,soeng1 gaau1
相伴,soeng1 bun6
相似,soeng1 ci5
相信,soeng1 seon3
相傳,soeng1 cyun4
相加,soeng1 gaa1
相助,soeng1 zo6
相反,soeng1 faan2
相同,soeng1 tung4
相對,soeng1 deoi3
相差,soeng1 caa1
相干,soeng1 gon1
相思,soeng1 si1
相愛,soeng1 oi3
相應,soeng1 jing3
相戀,soeng1 lyun2
相提並論,soeng1 tai4 bing6 leon6
相撞,soeng1 zong6
相擁,soeng1 jung2
相會,soeng1 wui6
相機,soeng2 gei1
相比,soeng1 bei2
相比之下,soeng1 bei2 zi1 haa6
相片,soeng3 pin2
相當,soeng1 dong1
相當於,soeng1 dong1 jyu1
相稱,soeng1 cing1
相符,soeng1 fu4
相等,soeng1 dang2
相約,soeng1 joek3
相紙,soeng2 zi2
相繼,soeng1 gai3
相聚,soeng1 zeoi6
相聲,soeng3 sing1
相處,soeng1 cyu2
相見,soeng1 gin3
相親,soeng1 can1
相識,soeng1 sik1
相貌,soeng3 maau6
相距,soeng1 keoi5
相輔相成,soeng1 fu6 soeng1 sing4
相近,soeng1 gan6
相通,soeng1 tung1
相逢,soeng1 fung4
相連,soeng1 lin4
相遇,soeng1 jyu6
相鄰,soeng1 leon4
相關,soeng1 gwaan1
相隔,soeng1 gaak3
相隨,soeng1 ceoi4
盹,deon6
盺,jan1
盻,hai6
盼,paan3
盼望,paan3 mong6
盽,fung1
盾,seon5
盾牌,teon5 paai4
盿,man4
眀,ming4
省,saang2
省份,saang2 fan6
省力,saang2 lik6
省去,saang2 heoi3
省城,saang2 sing4
省市,saang2 si5
省得,saang2 dak1
省心,saang2 sam1
省會,saang2 wui6
省略,saang2 loek6
省長,saang2 zoeng2
眂,si6
眃,wan4
眄,min5
眅,paan1
眆,fong2
眇,miu5
眈,daam1
眉,mei4
眉毛,mei4 mou4
眉目,mei4 muk6
眉頭,mei4 tau4
眊,mou6
看,hon1
看上,hon3 soeng5
看不起,hon3 bat1 hei2
看中,hon3 zung3
看似,hon3 ci5
看作,hon3 zok3
看來,hon3 loi4
看守,hon1 sau2
看待,hon1 doi6
看望,hon3 mong6
看法,hon3 faat3
看病,hon3 beng6
看看,hon3 hon3
看穿,hon3 cyun1
看見,hon3 gin3
看透,hon3 tau3
看重,hon3 cung5
県,jyun6
眎,si6
眏,ong1
眐,zing1
眑,jiu2
眒,san1
眓,kut3
眔,daap6
眕,can2
眖,fong3
眗,geoi1
眘,san6
眙,ci3
眚,saang2
眛,mui6
眜,mit6
眝,cyu5
眞,zan1
真,zan1
真人,zan1 jan4
真假,zan1 gaa2
真切,zan1 cit3
真實,zan1 sat6
真實感,zan1 sat6 gam2
真心,zan1 sam1
真情,zan1 cing4
真摯,zan1 zi3
真是,zan1 si6
真正,zan1 zing3
真理,zan1 lei5
真皮,zan1 pei2
真相,zan1 soeng3
真真,zan1 zan1
真空,zan1 hung1
真菌,zan1 kwan2
真話,zan1 waa2
真誠,zan1 sing4
真諦,zan1 tai3
真金白銀,zan1 gam1 baak6 ngan4
真面目,zan1 min6 muk6
眠,min4
眡,si6
眢,jyun1
眣,dit6
眤,lik1
眥,zaai6
眧,ciu1
眨,zaam2
眨眼,zaam2 ngaan5
眩,jyun4
眩暈,jyun6 wan4
眪,bing2
眫,mai5
眭,seoi1
眮,tung4
眯,mai4
眰,dit6
眱,ji4
眲,nei6
眳,ming4
眴,hyun3
眵,ci1
眶,hong1
眷,gyun3
眷屬,gyun3 suk6
眷戀,gyun3 lyun2
眷顧,gyun3 gu3
眸,mau4
眸子,mau4 zi2
眹,zam6
眺,tiu3
眺望,tiu3 mong6
眻,joeng4
眼,ngaan5
眼下,ngaan5 haa6
眼中,ngaan5 zung1
眼光,ngaan5 gwong1
眼前,ngaan5 cin4
眼前一亮,ngaan5 cin4 jat1 loeng6
眼圈,ngaan5 hyun1
眼影,ngaan5 jing2
眼淚,ngaan5 leoi6
眼珠,ngaan5 zyu1
眼球,ngaan5 kau4
眼界,ngaan5 gaai3
眼皮,ngaan5 pei4
眼看,ngaan5 hon3
眼眶,ngaan5 kwaang1
眼眸,ngaan5 mau4
眼睛,ngaan5 zing1
眼神,ngaan5 san4
眼科,ngaan5 fo1
眼簾,ngaan5 lim4
眼紅,ngaan5 hung4
眼線,ngaan5 sin3
眼花,ngaan5 faa1
眼花繚亂,ngaan5 faa1 liu4 lyun6
眼袋,ngaan5 doi2
眼見,ngaan5 gin3
眼角,ngaan5 gok3
眼鏡,ngaan5 geng2
眽,maak6
眾,zung1
眿,mak6
着,ziu1
着力,zoek6 lik6
着實,zoek6 sat6
着急,zoek6 gap1
着想,zoek6 soeng2
着手,zoek6 sau2
着涼,zoek6 loeng4
着火,zoek6 fo2
着眼,zoek6 ngaan5
着落,zoek6 lok6
着迷,zoek6 mai4
着重,zoek6 zung6
着陸,zoek6 luk6
睂,mei4
睃,ling6
睄,ciu4
睅,hon5
睆,wun2
睇,dai6
睈,cing2
睉,co4
睊,gyun3
睋,ngo4
睌,maan5
睍,jin5
睎,hei1
睏,fan3
睒,sim2
睓,tin5
睔,gwan3
睕,jyun2
睖,ling6
睗,sik1
睘,king4
睙,lit6
睚,ngaai4
睛,zing1
睜,zaang1
睝,lei4
睞,loi6
睟,seoi3
睠,gyun3
睡,seoi6
睡夢,seoi6 mung6
睡意,seoi6 ji3
睡眠,seoi6 min4
睡衣,seoi6 ji1
睡袋,seoi6 doi2
睡覺,seoi6 gaau3
睢,fai1
督,duk1
督促,duk1 cuk1
督察,duk1 caat3
督導,duk1 dou6
睤,pai5
睥,pai3
睦,muk6
睧,fan1
睨,ngai6
睩,luk1
睪,gou1
睫,zip3
睫毛,zit3 mou4
睬,coi2
睭,zau2
睮,jyu4
睯,fan1
睰,maat3
睱,haa6
睲,sing2
睳,fui1
睴,gwan3
睵,zoi1
睶,ceon2
睷,gin1
睸,mei1
睹,dou2
睺,hau1
睻,hyun1
睼,dai6
睽,kwai1
睾,gou1
睾丸,gou1 jyun2
睿,jeoi6
睿智,jeoi6 zi3
瞀,mau6
瞁,hik1
瞂,fat6
瞃,wat1
瞄,miu4
瞄準,miu4 zeon2
瞅,cau2
瞇,mai4
瞈,jung2
瞉,gai3
瞊,dong6
瞋,can1
瞌,hap1
瞌睡,hap6 seoi6
瞍,sau2
瞎,hat6
瞎子,hat6 zi2
瞏,king4
瞐,mok6
瞑,min6
瞓,fan3
瞔,zaak3
瞕,zoeng3
瞖,ai3
瞗,dau1
瞘,kau1
瞙,mok6
瞚,seon3
瞛,cung1
瞜,lau1
瞝,ci1
瞞,mun4
瞟,piu2
瞠,caang1
瞡,kwai1
瞢,mang4
瞣,waan6
瞤,seon3
瞥,pit3
瞦,hei1
瞧,ciu4
瞨,pok3
瞪,caang4
瞫,sam2
瞬,seon3
瞬間,seon3 gaan1
瞭,liu4
瞭解,liu5 gaai2
瞮,cit3
瞯,gaan3
瞰,ham3
瞱,jip6
瞲,hyut3
瞳,tung4
瞳孔,tung4 hung2
瞴,mei4
瞵,leon4
瞶,gwai3
瞷,gaan3
瞸,jip6
瞹,oi3
瞺,wui3
瞻,zim1
瞼,gim2
瞽,gu2
瞾,ziu3
瞿,fok3
矀,mei4
矁,cau2
矂,cou3
矃,ning5
矄,fan1
矅,jiu6
矆,fok3
矇,mung4
矈,min4
矉,pan4
矊,min4
矋,lai6
矌,gwong3
矍,fok3
矎,hing3
矏,min4
矐,fok3
矑,lou4
矒,mung4
矓,lung4
矔,gun3
矕,maan5
矖,saai2
矗,cuk1
矗立,cuk1 laap6
矘,tong2
矙,ham3
矚,zuk1
矚目,zuk1 muk6
矛,maau4
矛盾,maau4 teon5
矛頭,maau4 tau4
矜,ging1
矜持,ging1 ci4
矝,ging1
矞,jyut6
矟,sok3
矠,caak3
矡,fok3
矢,ci2
矣,ji5
矤,can2
知,zi1
知名,zi1 ming4
知名度,zi1 ming4 dou6
知己,zi1 gei2
知心,zi1 sam1
知情,zi1 cing4
知曉,zi1 hiu2
知覺,zi1 gok3
知識,zi1 sik1
知識分子,zi1 sik1 fan6 zi2
知識庫,zi3 sik1 fu3
知識產權,zi1 sik1 caan2 kyun4
知足,zi1 zuk1
知道,zi1 dou3
知青,zi1 cing1
知音,zi1 jam1
矦,hau4
矧,can2
矨,jing5
矩,geoi2
矩形,geoi2 jing4
矩陣,geoi2 zan6
矪,zau1
矬,co4
短,dyun2
短暫,dyun2 zaam6
短期,dyun2 kei4
短片,dyun2 pin2
短短,dyun2 dyun2
短篇,dyun2 pin1
短線,dyun2 sin3
短缺,dyun2 kyut3
短裙,dyun2 kwan4
短褲,dyun2 fu3
短語,dyun2 jyu5
短跑,dyun2 paau2
短路,dyun2 lou6
矮,ai2
矯,giu2
矯情,giu2 cing4
矯正,giu2 zing3
矰,zang1
矱,wok3
矲,baa6
石,daam3
石子,sek6 zi2
石家莊,sek6 gaa1 zong1
石油,sek6 jau4
石灰,sek6 fui1
石膏,sek6 gou1
石英,sek6 jing1
石門,sek6 mun4
石頭,sek6 tau4
矴,ding3
矵,cai3
矷,zi2
矸,gon1
矹,ngat6
矺,zaak3
矻,fat1
矼,gong1
矽,zik6
砂,saa1
砃,daan1
砄,kyut3
砅,lai6
砆,fu1
砇,man4
砈,ngo5
砉,waak6
砊,hong1
砋,zi2
砌,cai3
砍,ham2
砍價,ham2 gaa3
砎,gaai3
砏,fan1
砐,ngap6
砑,ngaa6
砒,pei1
砓,zit3
研,jin4
研發,jin4 faat3
研究,jin4 gau3
研究所,jin4 gau3 so2
研究生,jin4 gau3 sang1
研究院,jin4 gau3 jyun2
研製,jin4 zai3
研討,jin4 tou2
砕,seoi3
砘,deon6
砙,ngaa5
砛,gaam1
砝,faat3
砞,mut6
砟,zaa1
砠,ceoi1
砡,juk6
砢,lo2
砣,to4
砤,to4
砥,dai2
砦,zaai6
砧,zam1
砨,aai3
砩,fai3
砪,mou5
砫,cyu5
砬,laa1
砭,bin1
砮,nou4
砯,ping1
砰,paang1
砱,ling4
砲,paau3
砳,laak6
破,po3
破壞,po3 waai6
破損,po3 syun2
破案,po3 on3
破滅,po3 mit6
破爛,po3 laan6
破獲,po3 wok6
破產,po3 caan2
破碎,po3 seoi3
破綻,po3 zaan6
破舊,po3 gau6
破裂,po3 lit6
破解,po3 gaai2
砵,but3
砶,paak3
砷,san1
砸,zaak3
砼,tung4
砽,jung6
砿,kong3
硂,cyun4
硃,zyu1
硄,hong1
硅,gwai1
硆,ngap6
硇,naau4
硈,kit3
硉,leot6
硊,kwai3
硋,ngoi6
硌,gok3
硍,haan6
硎,jing4
硏,gaan2
硐,dung6
硑,ping1
硒,sai1
硓,lou5
硔,hung4
硘,wui4
硛,zik1
硜,hang1
硝,siu1
硞,kok3
硟,cin3
硠,long4
硡,gwang1
硢,jyu4
硣,haau1
硤,gip3
硥,pong5
硦,lok6
硧,jung5
硨,ce1
硩,zit3
硪,ngo4
硫,lau4
硫酸,lau4 syun1
硬,ngaang6
硬件,ngaang6 gin2
硬化,ngaang6 faa3
硬幣,ngaang6 bai6
硬座,ngaang6 zo6
硬性,ngaang6 sing3
硬朗,ngaang6 long5
硬漢,ngaang6 hon3
硬盤,ngaang6 pun2
硭,mong4
确,kok3
硯,jin2
硰,co2
硱,kwan2
硲,juk6
硳,cek3
硴,faa1
硶,cam2
硸,joek6
硹,sung1
硺,zoek3
硻,hang1
硼,paang1
硽,jim1
硾,zeoi6
硿,hung1
碀,cang4
碁,gei1
碂,zung3
碃,cing3
碄,lam4
碅,kwan1
碆,bo1
碇,ding3
碈,man4
碉,diu1
碊,zin1
碋,ho6
碌,luk1
碎,seoi3
碎片,seoi3 pin2
碎片化,seoi3 pin2 faa3
碏,coek3
碐,ling4
碑,bei1
碒,jam4
碓,deoi3
碔,mou5
碕,kei4
碖,leon4
碗,wun2
碘,din2
碙,gong1
碚,pui5
碝,jyun5
碞,jam4
碟,dip2
碟子,dip6 zi2
碠,ding3
碡,duk6
碢,to4
碣,kit3
碤,jing1
碥,bin2
碦,haak3
碧,bik1
碧綠,bik1 luk6
碨,wai2
碩,sek6
碩士,sek6 si6
碪,zam1
碫,dyun3
碬,haa4
碭,dong6
碮,tai4
碯,nou5
碰,pung3
碰上,pung3 soeng5
碰巧,pung3 haau2
碰撞,pung3 zong6
碰瓷,pung3 ci4
碰見,pung3 gin3
碰面,pung3 min6
碰頭,pung3 tau4
碲,dai3
碳,taan3
碴,caa1
碵,zing1
碶,kai3
碷,seon5
碸,fung1
碹,syun4
確,kok3
確保,kok3 bou2
確信,kok3 seon3
確切,kok3 cit3
確定,kok3 ding6
確實,kok3 sat6
確立,kok3 laap6
確診,kok3 can2
確認,kok3 jing6
碻,kok3
碼,maa5
碼頭,maa5 tau4
碽,gung1
碾,ngaan4
碾壓,nin5 aat3
碿,seot1
磀,ngaak6
磁,ci4
磁場,ci4 coeng4
磁帶,ci4 daai2
磁性,ci4 sing3
磁盤,ci4 pun4
磁鐵,ci4 tit3
磂,lau4
磃,si1
磄,tong4
磅,bong6
磆,waat6
磇,pei1
磈,faai3
磉,song2
磊,leoi5
磋,co1
磋商,co1 soeng1
磌,tin4
磍,daat3
磎,kai1
磏,him1
磐,pun4
磑,hoi2
磒,wan5
磓,deoi1
磔,zaak3
磕,ham2
磖,laa1
磗,zyun1
磘,jiu4
磚,zyun1
磚頭,zyun1 tau4
磛,caam4
磜,zai3
磝,ngou4
磞,paang1
磟,luk1
磠,lou5
磡,ham3
磢,coeng2
磣,cam2
磤,jan2
磥,leoi5
磦,biu1
磧,cik1
磨,mo4
磨合,mo4 hap6
磨損,mo4 syun2
磨練,mo4 lin6
磩,cik1
磪,ceoi1
磫,zung1
磬,hing3
磭,coek3
磮,leon4
磯,gei1
磰,sin6
磱,lou4
磲,keoi4
磳,zang1
磴,dang3
磵,gaan3
磶,sik1
磷,leon4
磸,ding3
磹,dim3
磺,wong4
磻,bo1
磼,zaap6
磽,haau1
磾,dai1
磿,lik6
礀,gaan3
礁,ziu1
礂,hei1
礃,zoeng2
礄,kiu4
礅,deon1
礆,gaan2
礇,juk1
礈,zeoi6
礉,haau1
礊,hak1
礋,zaak6
礌,leoi5
礍,kit3
礎,co2
礏,jap6
礐,kok3
礑,dong3
礒,ngai5
礓,goeng1
礔,pik1
礕,pik1
礖,jyu6
礗,ban1
礘,ngap6
礙,ngoi6
礚,hap6
礛,gaam1
礜,jyu6
礝,jyun5
礞,mung4
礟,paau3
